transaction_id,question,response
285,what_is_your_birthdate,26051
285,what_is_your_household_income,"$150,000 - $199,000"
285,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
286,phone_no,577-228-4236
286,event_id,3221
286,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
286,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
286,how_likely_are_you_to_attend_this_event_in_the_future,3
286,what_is_your_birthdate,20038
286,what_is_your_household_income,"$100,000 - $149,000"
286,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
287,phone_no,729-169-6535
287,event_id,3244
287,how_satisfied_were_you_with_this_event,3
287,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
287,how_likely_are_you_to_attend_this_event_in_the_future,3
287,what_is_your_birthdate,14958
287,what_is_your_household_income,"$200,000 - $249,000"
287,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
288,phone_no,331-231-6317
288,event_id,3241
288,how_satisfied_were_you_with_this_event,4
288,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
288,how_likely_are_you_to_attend_this_event_in_the_future,4
288,what_is_your_birthdate,29340
288,what_is_your_household_income,"$100,000 - $149,000"
288,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
289,phone_no,255-826-9007
289,event_id,3237
289,how_satisfied_were_you_with_this_event,2
289,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
289,how_likely_are_you_to_attend_this_event_in_the_future,3
289,what_is_your_birthdate,21924
289,what_is_your_household_income,"Less than $50,000"
289,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
290,phone_no,538-564-1565
290,event_id,3222
290,how_satisfied_were_you_with_this_event,2
290,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
290,how_likely_are_you_to_attend_this_event_in_the_future,4
290,what_is_your_birthdate,32163
290,what_is_your_household_income,"$50,000 - $99,999"
290,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
291,phone_no,527-544-2707
291,event_id,3222
291,how_satisfied_were_you_with_this_event,2
291,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
291,how_likely_are_you_to_attend_this_event_in_the_future,3
291,what_is_your_birthdate,35719
291,what_is_your_household_income,"$150,000 - $199,000"
291,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
292,phone_no,777-830-8009
292,event_id,3214
292,how_satisfied_were_you_with_this_event,4
292,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
292,how_likely_are_you_to_attend_this_event_in_the_future,3
292,what_is_your_birthdate,18388
292,what_is_your_household_income,"$250,00 or more"
292,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
293,phone_no,573-808-1030
293,event_id,3238
293,how_satisfied_were_you_with_this_event,3
293,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
293,how_likely_are_you_to_attend_this_event_in_the_future,4
293,what_is_your_birthdate,17676
293,what_is_your_household_income,"$150,000 - $199,000"
293,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
294,phone_no,509-331-6469
294,event_id,3241
294,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
294,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
294,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
294,what_is_your_birthdate,22146
294,what_is_your_household_income,"Less than $50,000"
294,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
295,phone_no,852-925-7704
295,event_id,3250
295,how_satisfied_were_you_with_this_event,5 - Very Satisfied
295,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
295,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
295,what_is_your_birthdate,16543
295,what_is_your_household_income,"$50,000 - $99,999"
295,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
296,phone_no,643-910-9166
296,event_id,3224
296,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
296,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
296,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
296,what_is_your_birthdate,34875
296,what_is_your_household_income,"$100,000 - $149,000"
296,what_is_your_highest_level_of_education_that_you_have_attained,High school
297,phone_no,328-958-2362
297,event_id,3249
297,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
297,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
297,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
297,what_is_your_birthdate,26334
297,what_is_your_household_income,"$200,000 - $249,000"
297,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
298,phone_no,237-748-3824
298,event_id,3217
298,how_satisfied_were_you_with_this_event,4
298,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
298,how_likely_are_you_to_attend_this_event_in_the_future,4
298,what_is_your_birthdate,15937
298,what_is_your_household_income,"$50,000 - $99,999"
298,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
299,phone_no,645-680-2091
299,event_id,3231
299,how_satisfied_were_you_with_this_event,4
299,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
299,how_likely_are_you_to_attend_this_event_in_the_future,3
299,what_is_your_birthdate,18846
299,what_is_your_household_income,"$250,00 or more"
299,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
300,phone_no,796-712-3096
300,event_id,3216
300,how_satisfied_were_you_with_this_event,2
300,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
300,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
300,what_is_your_birthdate,34313
300,what_is_your_household_income,"$250,00 or more"
300,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
301,phone_no,449-545-9955
301,event_id,3240
301,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
301,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
301,how_likely_are_you_to_attend_this_event_in_the_future,4
301,what_is_your_birthdate,28208
301,what_is_your_household_income,"$150,000 - $199,000"
301,what_is_your_highest_level_of_education_that_you_have_attained,High school
302,phone_no,290-551-1299
302,event_id,3211
302,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
302,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
302,how_likely_are_you_to_attend_this_event_in_the_future,2
302,what_is_your_birthdate,19391
302,what_is_your_household_income,"Less than $50,000"
302,what_is_your_highest_level_of_education_that_you_have_attained,High school
303,phone_no,719-734-8886
303,event_id,3215
303,how_satisfied_were_you_with_this_event,5 - Very Satisfied
303,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
303,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
303,what_is_your_birthdate,29419
303,what_is_your_household_income,"$200,000 - $249,000"
303,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
304,phone_no,569-306-4565
304,event_id,3245
304,how_satisfied_were_you_with_this_event,2
304,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
304,how_likely_are_you_to_attend_this_event_in_the_future,3
304,what_is_your_birthdate,30707
304,what_is_your_household_income,"Less than $50,000"
304,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
305,phone_no,745-362-7574
305,event_id,3228
305,how_satisfied_were_you_with_this_event,2
305,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
305,how_likely_are_you_to_attend_this_event_in_the_future,3
305,what_is_your_birthdate,20057
305,what_is_your_household_income,"$150,000 - $199,000"
305,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
306,phone_no,373-921-1906
306,event_id,3236
306,how_satisfied_were_you_with_this_event,2
306,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
306,how_likely_are_you_to_attend_this_event_in_the_future,2
306,what_is_your_birthdate,24800
306,what_is_your_household_income,"Less than $50,000"
306,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
307,phone_no,226-568-7645
307,event_id,3236
307,how_satisfied_were_you_with_this_event,5 - Very Satisfied
307,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
307,how_likely_are_you_to_attend_this_event_in_the_future,4
307,what_is_your_birthdate,18709
307,what_is_your_household_income,"$150,000 - $199,000"
307,what_is_your_highest_level_of_education_that_you_have_attained,High school
308,phone_no,825-937-9718
308,event_id,3230
308,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
308,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
308,how_likely_are_you_to_attend_this_event_in_the_future,4
308,what_is_your_birthdate,17273
308,what_is_your_household_income,"$200,000 - $249,000"
308,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
309,phone_no,346-278-4803
309,event_id,3227
309,how_satisfied_were_you_with_this_event,5 - Very Satisfied
309,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
309,how_likely_are_you_to_attend_this_event_in_the_future,3
309,what_is_your_birthdate,23794
309,what_is_your_household_income,"$150,000 - $199,000"
309,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
310,phone_no,777-227-8629
310,event_id,3236
310,how_satisfied_were_you_with_this_event,2
310,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
310,how_likely_are_you_to_attend_this_event_in_the_future,4
310,what_is_your_birthdate,23452
310,what_is_your_household_income,"Less than $50,000"
310,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
311,phone_no,485-208-7059
311,event_id,3246
311,how_satisfied_were_you_with_this_event,5 - Very Satisfied
311,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
311,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
311,what_is_your_birthdate,32788
311,what_is_your_household_income,"$50,000 - $99,999"
311,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
312,phone_no,441-530-5942
312,event_id,3243
312,how_satisfied_were_you_with_this_event,3
312,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
312,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
312,what_is_your_birthdate,37166
312,what_is_your_household_income,"$100,000 - $149,000"
312,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
313,phone_no,891-467-4105
313,event_id,3234
313,how_satisfied_were_you_with_this_event,3
313,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
313,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
313,what_is_your_birthdate,21449
313,what_is_your_household_income,"$200,000 - $249,000"
313,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
314,phone_no,702-491-5540
314,event_id,3250
314,how_satisfied_were_you_with_this_event,4
314,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
314,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
314,what_is_your_birthdate,23024
314,what_is_your_household_income,"Less than $50,000"
314,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
315,phone_no,677-473-6538
315,event_id,3237
315,how_satisfied_were_you_with_this_event,2
315,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
315,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
315,what_is_your_birthdate,25796
315,what_is_your_household_income,"Less than $50,000"
315,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
316,phone_no,311-187-9501
316,event_id,3221
316,how_satisfied_were_you_with_this_event,3
316,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
316,how_likely_are_you_to_attend_this_event_in_the_future,2
316,what_is_your_birthdate,33459
316,what_is_your_household_income,"$100,000 - $149,000"
316,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
317,phone_no,790-443-3850
317,event_id,3235
317,how_satisfied_were_you_with_this_event,4
317,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
317,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
317,what_is_your_birthdate,17362
317,what_is_your_household_income,"Less than $50,000"
317,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
318,phone_no,301-955-7552
318,event_id,3248
318,how_satisfied_were_you_with_this_event,2
318,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
318,how_likely_are_you_to_attend_this_event_in_the_future,4
318,what_is_your_birthdate,28688
318,what_is_your_household_income,"$50,000 - $99,999"
318,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
319,phone_no,892-177-9243
319,event_id,3246
319,how_satisfied_were_you_with_this_event,3
319,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
319,how_likely_are_you_to_attend_this_event_in_the_future,4
319,what_is_your_birthdate,20975
319,what_is_your_household_income,"$100,000 - $149,000"
319,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
320,phone_no,724-307-9182
320,event_id,3215
320,how_satisfied_were_you_with_this_event,2
320,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
320,how_likely_are_you_to_attend_this_event_in_the_future,3
320,what_is_your_birthdate,31926
320,what_is_your_household_income,"$100,000 - $149,000"
320,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
321,phone_no,466-639-7281
321,event_id,3212
321,how_satisfied_were_you_with_this_event,2
321,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
321,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
321,what_is_your_birthdate,28305
321,what_is_your_household_income,"$50,000 - $99,999"
321,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
322,phone_no,594-330-9936
322,event_id,3223
322,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
322,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
322,how_likely_are_you_to_attend_this_event_in_the_future,4
322,what_is_your_birthdate,29341
322,what_is_your_household_income,"Less than $50,000"
322,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
323,phone_no,891-739-1908
323,event_id,3218
323,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
323,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
323,how_likely_are_you_to_attend_this_event_in_the_future,4
323,what_is_your_birthdate,17516
323,what_is_your_household_income,"$50,000 - $99,999"
323,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
324,phone_no,333-936-5168
324,event_id,3228
324,how_satisfied_were_you_with_this_event,3
324,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
324,how_likely_are_you_to_attend_this_event_in_the_future,3
324,what_is_your_birthdate,17832
324,what_is_your_household_income,"$100,000 - $149,000"
324,what_is_your_highest_level_of_education_that_you_have_attained,High school
325,phone_no,414-194-2741
325,event_id,3237
325,how_satisfied_were_you_with_this_event,4
325,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
325,how_likely_are_you_to_attend_this_event_in_the_future,4
325,what_is_your_birthdate,35951
325,what_is_your_household_income,"$250,00 or more"
325,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
326,phone_no,523-950-7850
326,event_id,3237
326,how_satisfied_were_you_with_this_event,4
326,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
326,how_likely_are_you_to_attend_this_event_in_the_future,3
326,what_is_your_birthdate,31988
326,what_is_your_household_income,"Less than $50,000"
326,what_is_your_highest_level_of_education_that_you_have_attained,High school
327,phone_no,412-417-3174
327,event_id,3246
327,how_satisfied_were_you_with_this_event,3
327,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
327,how_likely_are_you_to_attend_this_event_in_the_future,2
327,what_is_your_birthdate,32451
327,what_is_your_household_income,"$150,000 - $199,000"
327,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
328,phone_no,543-841-3502
328,event_id,3239
328,how_satisfied_were_you_with_this_event,4
328,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
328,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
328,what_is_your_birthdate,37395
328,what_is_your_household_income,"$150,000 - $199,000"
328,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
329,phone_no,334-368-5597
329,event_id,3233
329,how_satisfied_were_you_with_this_event,3
329,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
329,how_likely_are_you_to_attend_this_event_in_the_future,2
329,what_is_your_birthdate,35601
329,what_is_your_household_income,"$50,000 - $99,999"
329,what_is_your_highest_level_of_education_that_you_have_attained,High school
330,phone_no,719-734-8886
330,event_id,3217
330,how_satisfied_were_you_with_this_event,4
330,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
330,how_likely_are_you_to_attend_this_event_in_the_future,3
330,what_is_your_birthdate,31026
330,what_is_your_household_income,"$100,000 - $149,000"
330,what_is_your_highest_level_of_education_that_you_have_attained,High school
331,phone_no,615-262-9324
331,event_id,3223
331,how_satisfied_were_you_with_this_event,4
331,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
331,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
331,what_is_your_birthdate,33120
331,what_is_your_household_income,"$150,000 - $199,000"
331,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
332,phone_no,263-383-7772
332,event_id,3231
332,how_satisfied_were_you_with_this_event,3
332,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
332,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
332,what_is_your_birthdate,35947
332,what_is_your_household_income,"$250,00 or more"
332,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
333,phone_no,840-386-8705
333,event_id,3251
333,how_satisfied_were_you_with_this_event,3
333,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
333,how_likely_are_you_to_attend_this_event_in_the_future,4
333,what_is_your_birthdate,25510
333,what_is_your_household_income,"$150,000 - $199,000"
333,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
334,phone_no,308-790-6858
334,event_id,3240
334,how_satisfied_were_you_with_this_event,3
334,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
334,how_likely_are_you_to_attend_this_event_in_the_future,4
334,what_is_your_birthdate,19688
334,what_is_your_household_income,"$50,000 - $99,999"
334,what_is_your_highest_level_of_education_that_you_have_attained,High school
335,phone_no,807-601-7322
335,event_id,3241
335,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
335,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
335,how_likely_are_you_to_attend_this_event_in_the_future,3
335,what_is_your_birthdate,31960
335,what_is_your_household_income,"$250,00 or more"
335,what_is_your_highest_level_of_education_that_you_have_attained,High school
336,phone_no,853-714-7860
336,event_id,3249
336,how_satisfied_were_you_with_this_event,2
336,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
336,how_likely_are_you_to_attend_this_event_in_the_future,3
336,what_is_your_birthdate,31388
336,what_is_your_household_income,"$50,000 - $99,999"
336,what_is_your_highest_level_of_education_that_you_have_attained,High school
337,phone_no,602-925-5423
337,event_id,3211
337,how_satisfied_were_you_with_this_event,2
337,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
337,how_likely_are_you_to_attend_this_event_in_the_future,4
337,what_is_your_birthdate,21365
337,what_is_your_household_income,"$200,000 - $249,000"
337,what_is_your_highest_level_of_education_that_you_have_attained,High school
338,phone_no,545-974-7907
338,event_id,3244
338,how_satisfied_were_you_with_this_event,5 - Very Satisfied
338,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
338,how_likely_are_you_to_attend_this_event_in_the_future,3
338,what_is_your_birthdate,21390
338,what_is_your_household_income,"$100,000 - $149,000"
338,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
339,phone_no,361-658-9642
339,event_id,3222
339,how_satisfied_were_you_with_this_event,5 - Very Satisfied
339,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
339,how_likely_are_you_to_attend_this_event_in_the_future,2
339,what_is_your_birthdate,20245
339,what_is_your_household_income,"$50,000 - $99,999"
339,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
340,phone_no,462-805-3983
340,event_id,3211
340,how_satisfied_were_you_with_this_event,4
340,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
340,how_likely_are_you_to_attend_this_event_in_the_future,2
340,what_is_your_birthdate,16171
340,what_is_your_household_income,"$200,000 - $249,000"
340,what_is_your_highest_level_of_education_that_you_have_attained,High school
341,phone_no,288-218-4095
341,event_id,3211
341,how_satisfied_were_you_with_this_event,2
341,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
341,how_likely_are_you_to_attend_this_event_in_the_future,3
341,what_is_your_birthdate,15079
341,what_is_your_household_income,"$250,00 or more"
341,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
342,phone_no,200-255-6033
342,event_id,3247
342,how_satisfied_were_you_with_this_event,3
342,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
342,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
342,what_is_your_birthdate,34499
342,what_is_your_household_income,"$150,000 - $199,000"
342,what_is_your_highest_level_of_education_that_you_have_attained,High school
343,phone_no,594-594-6437
343,event_id,3222
343,how_satisfied_were_you_with_this_event,5 - Very Satisfied
343,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
343,how_likely_are_you_to_attend_this_event_in_the_future,2
343,what_is_your_birthdate,35952
343,what_is_your_household_income,"$50,000 - $99,999"
343,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
344,phone_no,505-831-8303
344,event_id,3221
344,how_satisfied_were_you_with_this_event,3
344,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
344,how_likely_are_you_to_attend_this_event_in_the_future,2
344,what_is_your_birthdate,20574
344,what_is_your_household_income,"$50,000 - $99,999"
344,what_is_your_highest_level_of_education_that_you_have_attained,High school
345,phone_no,617-180-9787
345,event_id,3223
345,how_satisfied_were_you_with_this_event,3
345,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
345,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
345,what_is_your_birthdate,22305
345,what_is_your_household_income,"$150,000 - $199,000"
345,what_is_your_highest_level_of_education_that_you_have_attained,High school
346,phone_no,501-318-2406
346,event_id,3249
346,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
346,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
346,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
346,what_is_your_birthdate,21082
346,what_is_your_household_income,"$50,000 - $99,999"
346,what_is_your_highest_level_of_education_that_you_have_attained,Vocational School
347,phone_no,777-830-8009
347,event_id,3233
347,how_satisfied_were_you_with_this_event,4
347,how_satisfied_were_you_with_your_retail_experience_at_this_event,1 - Very Dissatisfied
347,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
347,what_is_your_birthdate,23279
347,what_is_your_household_income,"Less than $50,000"
347,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
348,phone_no,396-889-7192
348,event_id,3238
348,how_satisfied_were_you_with_this_event,5 - Very Satisfied
348,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
348,how_likely_are_you_to_attend_this_event_in_the_future,4
348,what_is_your_birthdate,27216
348,what_is_your_household_income,"$150,000 - $199,000"
348,what_is_your_highest_level_of_education_that_you_have_attained,High school
349,phone_no,891-467-4105
349,event_id,3229
349,how_satisfied_were_you_with_this_event,5 - Very Satisfied
349,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
349,how_likely_are_you_to_attend_this_event_in_the_future,3
349,what_is_your_birthdate,24139
349,what_is_your_household_income,"$250,00 or more"
349,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
350,phone_no,662-679-9225
350,event_id,3244
350,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
350,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
350,how_likely_are_you_to_attend_this_event_in_the_future,3
350,what_is_your_birthdate,31348
350,what_is_your_household_income,"$200,000 - $249,000"
350,what_is_your_highest_level_of_education_that_you_have_attained,High school
351,phone_no,518-650-5563
351,event_id,3229
351,how_satisfied_were_you_with_this_event,2
351,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
351,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
351,what_is_your_birthdate,20426
351,what_is_your_household_income,"$150,000 - $199,000"
351,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
352,phone_no,748-773-9187
352,event_id,3245
352,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
352,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
352,how_likely_are_you_to_attend_this_event_in_the_future,1 - Very Unlikely
352,what_is_your_birthdate,32905
352,what_is_your_household_income,"Less than $50,000"
352,what_is_your_highest_level_of_education_that_you_have_attained,Graduate Degree
353,phone_no,430-832-8464
353,event_id,3222
353,how_satisfied_were_you_with_this_event,1 - Very Dissatisfied
353,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
353,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
353,what_is_your_birthdate,22631
353,what_is_your_household_income,"Less than $50,000"
353,what_is_your_highest_level_of_education_that_you_have_attained,High school
354,phone_no,517-744-7036
354,event_id,3249
354,how_satisfied_were_you_with_this_event,2
354,how_satisfied_were_you_with_your_retail_experience_at_this_event,4
354,how_likely_are_you_to_attend_this_event_in_the_future,4
354,what_is_your_birthdate,25824
354,what_is_your_household_income,"$200,000 - $249,000"
354,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
355,phone_no,282-294-7020
355,event_id,3243
355,how_satisfied_were_you_with_this_event,3
355,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
355,how_likely_are_you_to_attend_this_event_in_the_future,2
355,what_is_your_birthdate,19923
355,what_is_your_household_income,"$250,00 or more"
355,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
356,phone_no,498-611-7763
356,event_id,3219
356,how_satisfied_were_you_with_this_event,4
356,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
356,how_likely_are_you_to_attend_this_event_in_the_future,4
356,what_is_your_birthdate,27441
356,what_is_your_household_income,"$50,000 - $99,999"
356,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
357,phone_no,852-914-7921
357,event_id,3245
357,how_satisfied_were_you_with_this_event,2
357,how_satisfied_were_you_with_your_retail_experience_at_this_event,3
357,how_likely_are_you_to_attend_this_event_in_the_future,4
357,what_is_your_birthdate,37427
357,what_is_your_household_income,"Less than $50,000"
357,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
358,phone_no,880-159-1763
358,event_id,3246
358,how_satisfied_were_you_with_this_event,2
358,how_satisfied_were_you_with_your_retail_experience_at_this_event,5 - Very Satisfied
358,how_likely_are_you_to_attend_this_event_in_the_future,3
358,what_is_your_birthdate,35400
358,what_is_your_household_income,"$150,000 - $199,000"
358,what_is_your_highest_level_of_education_that_you_have_attained,Associate's Degree
359,phone_no,695-426-2603
359,event_id,3235
359,how_satisfied_were_you_with_this_event,2
359,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
359,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
359,what_is_your_birthdate,16712
359,what_is_your_household_income,"Less than $50,000"
359,what_is_your_highest_level_of_education_that_you_have_attained,Bachelor's Degree
360,phone_no,650-596-1445
360,event_id,3222
360,how_satisfied_were_you_with_this_event,5 - Very Satisfied
360,how_satisfied_were_you_with_your_retail_experience_at_this_event,2
360,how_likely_are_you_to_attend_this_event_in_the_future,5 - Very Likely
360,what_is_your_birthdate,14683
360,what_is_your_household_income,"$250,00 or more"
