Name,transaction_id,email,account_no,product_type,quantity,unit_price,shipping_cost
retail,416,user30@rockets.com,R742285GC973,T-shirt,1,25,1
retail,417,user221@rockets.com,M722751CS419,Misc,5,7,1.05
retail,418,user481@rockets.com,T235024HN676,Jersey,1,106,3.18
retail,419,user411@rockets.com,D185392ZW282,Misc,4,10,1.2
retail,420,user464@rockets.com,X211290PO539,Hat,2,15,1
retail,421,user385@rockets.com,J314031JH867,Misc,6,5,1
retail,422,user406@rockets.com,Q118841EY563,Jersey,2,115,6.9
retail,423,user106@rockets.com,P551895HR190,Jersey,2,103,6.18
retail,424,user32@rockets.com,S159541BI687,Jersey,1,91,2.73
retail,425,user68@rockets.com,P720161DJ889,Jersey,1,99,2.97
retail,426,user365@rockets.com,M651537AV957,Hat,6,20,3.6
retail,427,user196@rockets.com,Y902823AY952,Hat,1,23,1
retail,428,user107@rockets.com,T419530ZK932,Hat,4,23,2.76
retail,429,user183@rockets.com,I715857SV960,T-shirt,2,47,2.82
retail,430,user6@rockets.com,V906976DN175,Hat,1,20,1
retail,431,user346@rockets.com,T533235EY864,Jersey,2,114,6.84
retail,432,user278@rockets.com,Q556063NC524,T-shirt,1,37,1.11
retail,433,user113@rockets.com,G817159OW719,Hat,1,17,1
retail,434,user241@rockets.com,P328213AL312,T-shirt,4,33,3.96
retail,435,user100@rockets.com,M987295IM369,Misc,2,4,1
retail,436,user257@rockets.com,R647549DR972,Hat,3,24,2.16
retail,437,user220@rockets.com,D482953GN598,Hat,6,15,2.7
retail,438,user37@rockets.com,T168603CK147,Misc,5,8,1.2
retail,439,user369@rockets.com,F987163HQ132,T-shirt,1,24,1
retail,440,user450@rockets.com,F263794AA983,Jersey,1,96,2.88
retail,441,user163@rockets.com,V389096AZ953,Misc,1,5,1
retail,442,user101@rockets.com,Q640255YC818,Hat,6,23,4.14
retail,443,user489@rockets.com,H360751ST363,Hat,4,24,2.88
retail,444,user399@rockets.com,F845664QN731,T-shirt,3,45,4.05
retail,445,user407@rockets.com,I342918HQ229,Misc,9,7,1.89
retail,446,user143@rockets.com,A661335LM562,Misc,10,10,3
retail,447,user36@rockets.com,V471519GK921,T-shirt,2,43,2.58
retail,448,user105@rockets.com,G159811BI438,T-shirt,4,24,2.88
retail,449,user238@rockets.com,S873860ED906,Misc,5,6,1
retail,450,user185@rockets.com,P153988GB255,Jersey,3,98,8.82
retail,451,user352@rockets.com,X763726HA855,Jersey,3,94,8.46
retail,452,user141@rockets.com,N718000JV675,Misc,4,3,1
retail,453,user414@rockets.com,F749884GD587,Misc,6,3,1
retail,454,user134@rockets.com,B556370KJ203,Jersey,2,99,5.94
retail,455,user143@rockets.com,A661335LM562,Misc,1,10,1
retail,456,user96@rockets.com,J444729ZU972,T-shirt,2,23,1.38
retail,457,user147@rockets.com,S160623YM449,Jersey,2,83,4.98
retail,458,user27@rockets.com,I594731DS112,Hat,5,25,3.75
retail,459,user360@rockets.com,M293268JD803,Misc,6,3,1
retail,460,user418@rockets.com,R297594DF678,Hat,6,18,3.24
retail,461,user79@rockets.com,P870230RL763,Jersey,1,94,2.82
retail,462,user366@rockets.com,P973831GG755,Jersey,1,120,3.6
retail,463,user250@rockets.com,C329263AT640,Hat,2,21,1.26
retail,464,user376@rockets.com,Q487751RD500,T-shirt,2,23,1.38
retail,465,user496@rockets.com,Q604270AT329,Jersey,2,99,5.94
retail,466,user368@rockets.com,R324436QE581,Misc,2,8,1
retail,467,user125@rockets.com,E695884BH517,Jersey,1,89,2.67
retail,468,user160@rockets.com,M918426NH937,Misc,9,10,2.7
retail,469,user221@rockets.com,M722751CS419,Jersey,1,115,3.45
retail,470,user304@rockets.com,W459147LF807,Misc,9,9,2.43
retail,471,user80@rockets.com,V543638QR711,Jersey,1,87,2.61
retail,472,user205@rockets.com,G254832LP553,T-shirt,4,48,5.76
retail,473,user108@rockets.com,R403799ZC694,T-shirt,3,37,3.33
retail,474,user176@rockets.com,M356936PC386,T-shirt,1,50,1.5
retail,475,user107@rockets.com,T419530ZK932,Hat,6,23,4.14
retail,476,user405@rockets.com,S683484BR941,T-shirt,1,35,1.05
retail,477,user420@rockets.com,E171138KA927,Jersey,1,118,3.54
retail,478,user321@rockets.com,G604265KU413,Hat,1,17,1
retail,479,user20@rockets.com,W563920UX231,Misc,10,4,1.2
retail,480,user68@rockets.com,P720161DJ889,T-shirt,1,35,1.05
retail,481,user103@rockets.com,V997291JE854,Jersey,3,95,8.55
retail,482,user424@rockets.com,C219943XH599,Jersey,1,91,2.73
retail,483,user20@rockets.com,W563920UX231,Misc,2,5,1
retail,484,user348@rockets.com,U891329YV853,Jersey,1,103,3.09
retail,485,user41@rockets.com,D347504AL662,Hat,6,22,3.96
retail,486,user427@rockets.com,N289687TO369,T-shirt,1,23,1
retail,487,user27@rockets.com,I594731DS112,Jersey,1,97,2.91
retail,488,user445@rockets.com,R170100QH402,T-shirt,3,27,2.43
retail,489,user314@rockets.com,U586638SU976,Misc,2,4,1
retail,490,user406@rockets.com,Q118841EY563,Hat,2,24,1.44
retail,491,user64@rockets.com,W273844YI573,Hat,5,19,2.85
retail,492,user375@rockets.com,Y197729TC489,T-shirt,4,41,4.92
retail,493,user187@rockets.com,P156891GU392,Misc,2,6,1
retail,494,user470@rockets.com,R101016TG577,Misc,4,3,1
retail,495,user15@rockets.com,S799451IH143,Jersey,3,85,7.65
retail,496,user296@rockets.com,O897953MD111,T-shirt,4,24,2.88
retail,497,user255@rockets.com,F519756EV584,T-shirt,2,31,1.86
retail,498,user463@rockets.com,T674341BS307,Jersey,2,119,7.14
retail,499,user389@rockets.com,V599165AM177,Hat,5,21,3.15
retail,500,user410@rockets.com,M618220JQ428,T-shirt,2,26,1.56
retail,501,user348@rockets.com,U891329YV853,Jersey,2,98,5.88
retail,502,user208@rockets.com,F778153JX179,Hat,6,24,4.32
retail,503,user20@rockets.com,W563920UX231,T-shirt,3,37,3.33
retail,504,user193@rockets.com,U673743FK544,Hat,5,25,3.75
retail,505,user13@rockets.com,L447181AH388,Hat,1,23,1
retail,506,user394@rockets.com,P236575CA893,Jersey,4,104,12.48
retail,507,user422@rockets.com,Y674651PY394,Jersey,1,93,2.79
retail,508,user425@rockets.com,J345754KO168,Misc,3,3,1
retail,509,user237@rockets.com,X596709FH278,T-shirt,4,32,3.84
retail,510,user238@rockets.com,S873860ED906,T-shirt,3,34,3.06
retail,511,user329@rockets.com,W801564HF829,Jersey,3,115,10.35
retail,512,user63@rockets.com,J963180TT784,Hat,5,19,2.85
retail,513,user337@rockets.com,X541085XD621,Jersey,4,119,14.28
retail,514,user260@rockets.com,A134289CM848,T-shirt,2,21,1.26
retail,515,user122@rockets.com,M339291SQ985,Hat,1,19,1
retail,516,user402@rockets.com,E553195DS306,T-shirt,2,39,2.34
retail,517,user245@rockets.com,Q145873BC602,T-shirt,1,47,1.41
retail,518,user278@rockets.com,Q556063NC524,Jersey,2,115,6.9
retail,519,user267@rockets.com,C740115BQ545,T-shirt,3,43,3.87
retail,520,user264@rockets.com,D778314QQ760,Jersey,1,87,2.61
retail,521,user251@rockets.com,Q190463AN143,T-shirt,1,47,1.41
retail,522,user154@rockets.com,G240849FW333,Misc,10,10,3
retail,523,user43@rockets.com,I994550HZ163,Jersey,3,93,8.37
retail,524,user116@rockets.com,U747211YI773,Misc,2,10,1
retail,525,user488@rockets.com,X237039BN316,Jersey,3,92,8.28
retail,526,user365@rockets.com,M651537AV957,Misc,10,4,1.2
retail,527,user161@rockets.com,W295456RD610,T-shirt,3,21,1.89
retail,528,user78@rockets.com,Q765370JF669,Hat,6,20,3.6
retail,529,user341@rockets.com,Q502310LE414,Misc,10,5,1.5
retail,530,user148@rockets.com,Z781569FY904,Hat,2,19,1.14
retail,531,user172@rockets.com,D237311HB771,Jersey,4,82,9.84
retail,532,user109@rockets.com,M974574OZ469,T-shirt,1,45,1.35
retail,533,user148@rockets.com,Z781569FY904,Jersey,3,114,10.26
retail,534,user105@rockets.com,G159811BI438,T-shirt,4,31,3.72
retail,535,user379@rockets.com,A843898GQ574,Misc,8,5,1.2
retail,536,user12@rockets.com,W248949LJ628,Hat,3,22,1.98
retail,537,user19@rockets.com,F222853RV379,Misc,10,3,1
retail,538,user76@rockets.com,F989792WM787,Hat,3,22,1.98
retail,539,user205@rockets.com,G254832LP553,Hat,2,23,1.38
retail,540,user97@rockets.com,S712136SW788,Misc,6,5,1
retail,541,user200@rockets.com,O211456TU653,Jersey,4,115,13.8
retail,542,user145@rockets.com,P439059ZG983,Jersey,2,114,6.84
retail,543,user347@rockets.com,A214283DZ170,Misc,1,9,1
retail,544,user384@rockets.com,U506680DM850,Jersey,3,86,7.74
retail,545,user220@rockets.com,D482953GN598,Hat,2,25,1.5
retail,546,user449@rockets.com,X708420WC634,Hat,2,17,1.02
retail,547,user382@rockets.com,P717170IM791,Jersey,3,87,7.83
retail,548,user451@rockets.com,M570462FC863,Misc,10,4,1.2
retail,549,user315@rockets.com,P788140TV934,Hat,1,20,1
retail,550,user437@rockets.com,D360015RH403,Misc,8,10,2.4
retail,551,user73@rockets.com,V462830HK721,T-shirt,3,41,3.69
retail,552,user404@rockets.com,N290608MF921,Hat,1,16,1
retail,553,user286@rockets.com,H216011NC443,Hat,6,18,3.24
retail,554,user443@rockets.com,P696880JD950,Hat,4,18,2.16
retail,555,user367@rockets.com,R158825WE153,Jersey,3,80,7.2
retail,556,user16@rockets.com,X503455LA294,Hat,1,23,1
retail,557,user470@rockets.com,R101016TG577,Jersey,1,101,3.03
retail,558,user481@rockets.com,T235024HN676,Hat,3,16,1.44
retail,559,user68@rockets.com,P720161DJ889,Jersey,3,117,10.53
retail,560,user307@rockets.com,I798948MG209,T-shirt,1,24,1
retail,561,user494@rockets.com,V923160OR287,Misc,1,8,1
retail,562,user415@rockets.com,S907119ZS213,Hat,5,21,3.15
retail,563,user469@rockets.com,D687504EF233,Hat,5,15,2.25
retail,564,user174@rockets.com,X236096UI320,Hat,3,21,1.89
retail,565,user235@rockets.com,W674720JM610,Misc,10,5,1.5
retail,566,user71@rockets.com,U534975YW121,Jersey,3,100,9
retail,567,user452@rockets.com,Y829995TR371,Jersey,2,86,5.16
retail,568,user87@rockets.com,K188892GD211,Misc,2,7,1
retail,569,user220@rockets.com,D482953GN598,Hat,3,21,1.89
retail,570,user214@rockets.com,L402903VV802,Hat,3,15,1.35
retail,571,user444@rockets.com,O624018KK320,Jersey,4,112,13.44
retail,572,user473@rockets.com,M938533CM924,Hat,3,20,1.8
retail,573,user133@rockets.com,N375330RX925,Misc,10,10,3
retail,574,user273@rockets.com,D181726UD604,Misc,8,9,2.16
retail,575,user268@rockets.com,E579793LA138,Hat,5,24,3.6
retail,576,user456@rockets.com,X963975IV112,Jersey,1,89,2.67
retail,577,user318@rockets.com,T534925NX499,Jersey,1,113,3.39
retail,578,user3@rockets.com,I365942NB871,T-shirt,3,49,4.41
retail,579,user140@rockets.com,R683755YP924,Misc,2,10,1
retail,580,user401@rockets.com,C524319CW932,Misc,1,9,1
retail,581,user366@rockets.com,P973831GG755,Hat,4,17,2.04
retail,582,user476@rockets.com,Y230763QU555,Misc,2,8,1
retail,583,user214@rockets.com,L402903VV802,Jersey,4,105,12.6
retail,584,user481@rockets.com,T235024HN676,Jersey,1,91,2.73
retail,585,user116@rockets.com,U747211YI773,Jersey,2,113,6.78
retail,586,user321@rockets.com,G604265KU413,Jersey,1,106,3.18
retail,587,user151@rockets.com,R194737FS683,Jersey,1,82,2.46
retail,588,user406@rockets.com,Q118841EY563,Hat,1,17,1
retail,589,user170@rockets.com,A932416LR353,Hat,3,24,2.16
retail,590,user301@rockets.com,F672181WM397,Jersey,3,96,8.64
retail,591,user249@rockets.com,H591417LZ852,Jersey,3,120,10.8
retail,592,user95@rockets.com,R500365OS856,T-shirt,2,33,1.98
retail,593,user51@rockets.com,F884863YM600,T-shirt,1,37,1.11
retail,594,user157@rockets.com,F267462JJ697,Misc,5,9,1.35
retail,595,user51@rockets.com,F884863YM600,T-shirt,3,29,2.61
retail,596,user57@rockets.com,I592525XZ638,Misc,1,10,1
retail,597,user236@rockets.com,D245788TU670,T-shirt,4,30,3.6
retail,598,user360@rockets.com,M293268JD803,Misc,5,9,1.35
retail,599,user347@rockets.com,A214283DZ170,Misc,8,10,2.4
retail,600,user342@rockets.com,B312576AQ425,T-shirt,4,44,5.28
retail,601,user83@rockets.com,T572463JM344,Hat,4,22,2.64
retail,602,user477@rockets.com,U292059DN336,Hat,3,22,1.98
retail,603,user42@rockets.com,D882154NT455,Misc,6,10,1.8
retail,604,user320@rockets.com,Z509752GX590,Hat,5,18,2.7
retail,605,user65@rockets.com,E953377UN423,T-shirt,4,33,3.96
retail,606,user47@rockets.com,M876252TE216,T-shirt,3,43,3.87
retail,607,user480@rockets.com,S681379RJ283,T-shirt,3,41,3.69
retail,608,user3@rockets.com,I365942NB871,Hat,6,22,3.96
retail,609,user232@rockets.com,W350191AV621,Jersey,4,105,12.6
retail,610,user389@rockets.com,V599165AM177,Misc,4,6,1
retail,611,user218@rockets.com,E587714ND676,Jersey,1,112,3.36
retail,612,user347@rockets.com,A214283DZ170,Jersey,4,99,11.88
retail,613,user352@rockets.com,X763726HA855,Jersey,1,106,3.18
retail,614,user395@rockets.com,V449434SH938,T-shirt,2,21,1.26
retail,615,user105@rockets.com,G159811BI438,Misc,4,6,1
retail,616,user127@rockets.com,E898941MF658,Misc,9,3,1
retail,617,user174@rockets.com,X236096UI320,Misc,10,6,1.8
retail,618,user108@rockets.com,R403799ZC694,Jersey,4,85,10.2
retail,619,user122@rockets.com,M339291SQ985,Jersey,1,95,2.85
retail,620,user33@rockets.com,Y776070WZ128,Hat,4,23,2.76
retail,621,user408@rockets.com,E456240NX963,T-shirt,3,24,2.16
retail,622,user416@rockets.com,F379431JF406,Jersey,4,105,12.6
retail,623,user141@rockets.com,N718000JV675,Hat,6,17,3.06
retail,624,user483@rockets.com,K780533MO782,Jersey,2,89,5.34
retail,625,user307@rockets.com,I798948MG209,Jersey,2,94,5.64
retail,626,user341@rockets.com,Q502310LE414,Misc,7,8,1.68
retail,627,user163@rockets.com,V389096AZ953,Hat,2,25,1.5
retail,628,user51@rockets.com,F884863YM600,Jersey,2,118,7.08
retail,629,user498@rockets.com,A325268GX737,Hat,4,25,3
retail,630,user276@rockets.com,D642290SY534,Misc,4,8,1
retail,631,user451@rockets.com,M570462FC863,Jersey,4,102,12.24
retail,632,user104@rockets.com,T169550SQ578,Misc,10,8,2.4
retail,633,user234@rockets.com,K694350AV486,Misc,8,10,2.4
retail,634,user185@rockets.com,P153988GB255,T-shirt,3,21,1.89
retail,635,user141@rockets.com,N718000JV675,Misc,10,3,1
retail,636,user184@rockets.com,U632366CT614,Misc,5,5,1
retail,637,user337@rockets.com,X541085XD621,Hat,3,22,1.98
retail,638,user122@rockets.com,M339291SQ985,T-shirt,1,22,1
retail,639,user496@rockets.com,Q604270AT329,Hat,3,21,1.89
retail,640,user339@rockets.com,T706836UW150,Jersey,2,103,6.18
retail,641,user440@rockets.com,G245788VS774,Jersey,4,84,10.08
retail,642,user250@rockets.com,C329263AT640,Hat,3,19,1.71
retail,643,user420@rockets.com,E171138KA927,Jersey,3,98,8.82
retail,644,user150@rockets.com,C724894UR313,Misc,8,8,1.92
retail,645,user268@rockets.com,E579793LA138,Hat,3,23,2.07
retail,646,user55@rockets.com,N691425YO360,Jersey,4,96,11.52
retail,647,user430@rockets.com,I558551FJ581,Jersey,4,110,13.2
retail,648,user229@rockets.com,X825097VR234,Jersey,2,80,4.8
retail,649,user446@rockets.com,Y497475II294,T-shirt,3,34,3.06
retail,650,user474@rockets.com,F785548PT810,Hat,4,18,2.16
retail,651,user371@rockets.com,M691141AH171,Hat,1,19,1
retail,652,user414@rockets.com,F749884GD587,Jersey,2,103,6.18
retail,653,user125@rockets.com,E695884BH517,Jersey,3,102,9.18
retail,654,user467@rockets.com,E681593NA839,T-shirt,1,22,1
retail,655,user247@rockets.com,H176322VO544,Misc,4,9,1.08
retail,656,user334@rockets.com,J245662BF912,T-shirt,3,36,3.24
retail,657,user134@rockets.com,B556370KJ203,T-shirt,4,25,3
retail,658,user401@rockets.com,C524319CW932,Jersey,3,87,7.83
retail,659,user488@rockets.com,X237039BN316,Jersey,1,95,2.85
retail,660,user221@rockets.com,M722751CS419,Misc,1,4,1
retail,661,user335@rockets.com,R726227YX896,T-shirt,2,31,1.86
retail,662,user185@rockets.com,P153988GB255,Misc,2,8,1
retail,663,user68@rockets.com,P720161DJ889,T-shirt,4,26,3.12
retail,664,user54@rockets.com,T722392MM844,Misc,7,6,1.26
retail,665,user339@rockets.com,T706836UW150,Jersey,4,107,12.84
retail,666,user474@rockets.com,F785548PT810,Hat,2,18,1.08
retail,667,user372@rockets.com,M596162TH992,Jersey,4,112,13.44
retail,668,user187@rockets.com,P156891GU392,T-shirt,3,34,3.06
retail,669,user77@rockets.com,B116384BG787,Misc,9,4,1.08
retail,670,user139@rockets.com,E692229UN259,Jersey,4,87,10.44
retail,671,user179@rockets.com,T669345DL727,T-shirt,3,36,3.24
retail,672,user176@rockets.com,M356936PC386,Hat,4,17,2.04
retail,673,user2@rockets.com,T328215SB622,Misc,10,8,2.4
retail,674,user220@rockets.com,D482953GN598,T-shirt,1,41,1.23
retail,675,user28@rockets.com,Z277652RR865,T-shirt,1,22,1
retail,676,user445@rockets.com,R170100QH402,Misc,1,6,1
retail,677,user141@rockets.com,N718000JV675,T-shirt,1,30,1
retail,678,user242@rockets.com,J547884PN399,Jersey,4,113,13.56
retail,679,user466@rockets.com,A609955ID488,Misc,9,10,2.7
retail,680,user39@rockets.com,L463476IP832,Hat,2,20,1.2
retail,681,user40@rockets.com,E757364MJ338,Jersey,3,95,8.55
retail,682,user408@rockets.com,E456240NX963,T-shirt,1,39,1.17
retail,683,user167@rockets.com,Y714845UV700,Misc,6,6,1.08
retail,684,user58@rockets.com,F792643KR453,Jersey,2,95,5.7
retail,685,user16@rockets.com,X503455LA294,Hat,1,18,1
retail,686,user444@rockets.com,O624018KK320,Jersey,3,82,7.38
retail,687,user160@rockets.com,M918426NH937,Misc,7,7,1.47
retail,688,user121@rockets.com,K716036TK265,Jersey,2,108,6.48
retail,689,user259@rockets.com,H551197BO196,T-shirt,1,28,1
retail,690,user370@rockets.com,M442194NH368,Jersey,2,98,5.88
retail,691,user38@rockets.com,L156802DN395,Jersey,2,96,5.76
retail,692,user139@rockets.com,E692229UN259,T-shirt,2,48,2.88
retail,693,user401@rockets.com,C524319CW932,Misc,1,8,1
retail,694,user114@rockets.com,I860316GE399,T-shirt,2,40,2.4
retail,695,user472@rockets.com,B402651MG677,Misc,9,4,1.08
retail,696,user371@rockets.com,M691141AH171,Jersey,1,88,2.64
retail,697,user458@rockets.com,S682241JU771,Jersey,2,117,7.02
retail,698,user307@rockets.com,I798948MG209,Jersey,3,120,10.8
retail,699,user28@rockets.com,Z277652RR865,Hat,5,22,3.3
retail,700,user234@rockets.com,K694350AV486,Hat,6,25,4.5
retail,701,user72@rockets.com,D922888QH288,Hat,1,22,1
retail,702,user198@rockets.com,R438422RJ221,Jersey,2,116,6.96
retail,703,user126@rockets.com,H817376ZS774,Jersey,1,80,2.4
retail,704,user177@rockets.com,V903222NC325,Jersey,4,80,9.6
retail,705,user407@rockets.com,I342918HQ229,Misc,3,4,1
retail,706,user496@rockets.com,Q604270AT329,Hat,3,15,1.35
retail,707,user407@rockets.com,I342918HQ229,Jersey,2,100,6
retail,708,user129@rockets.com,W669530JJ593,Misc,2,9,1
retail,709,user2@rockets.com,T328215SB622,Jersey,3,113,10.17
retail,710,user168@rockets.com,B427414XK162,Hat,2,20,1.2
retail,711,user417@rockets.com,C876303WS542,Hat,6,24,4.32
retail,712,user196@rockets.com,Y902823AY952,Misc,7,9,1.89
retail,713,user261@rockets.com,X666187WJ874,Jersey,3,98,8.82
retail,714,user170@rockets.com,A932416LR353,T-shirt,1,45,1.35
retail,715,user406@rockets.com,Q118841EY563,Misc,2,9,1
retail,716,user89@rockets.com,K534516LS269,Misc,4,5,1
retail,717,user163@rockets.com,V389096AZ953,Hat,4,20,2.4
retail,718,user440@rockets.com,G245788VS774,Jersey,3,112,10.08
retail,719,user278@rockets.com,Q556063NC524,Hat,4,20,2.4
retail,720,user170@rockets.com,A932416LR353,Hat,4,21,2.52
retail,721,user43@rockets.com,I994550HZ163,Hat,6,15,2.7
retail,722,user402@rockets.com,E553195DS306,T-shirt,1,27,1
retail,723,user247@rockets.com,H176322VO544,Jersey,1,83,2.49
retail,724,user386@rockets.com,R247263ZB858,T-shirt,4,22,2.64
retail,725,user122@rockets.com,M339291SQ985,T-shirt,4,21,2.52
retail,726,user153@rockets.com,Q742986WX453,Misc,10,10,3
retail,727,user92@rockets.com,G279378NC446,Jersey,1,119,3.57
retail,728,user175@rockets.com,O965146GM629,Misc,3,3,1
retail,729,user309@rockets.com,M561603TE854,Jersey,4,90,10.8
retail,730,user103@rockets.com,V997291JE854,Jersey,2,85,5.1
retail,731,user4@rockets.com,B672505FE899,Hat,4,15,1.8
retail,732,user345@rockets.com,P991835MR936,Misc,7,9,1.89
retail,733,user227@rockets.com,L105916IQ305,Jersey,4,96,11.52
retail,734,user50@rockets.com,L129953KL623,Hat,5,16,2.4
retail,735,user19@rockets.com,F222853RV379,T-shirt,1,37,1.11
retail,736,user161@rockets.com,W295456RD610,T-shirt,2,29,1.74
retail,737,user45@rockets.com,W463216WY188,Misc,2,8,1
retail,738,user236@rockets.com,D245788TU670,Hat,4,21,2.52
retail,739,user8@rockets.com,F363396VU672,Misc,3,4,1
retail,740,user352@rockets.com,X763726HA855,T-shirt,4,27,3.24
retail,741,user324@rockets.com,Q378221AR494,Misc,4,9,1.08
retail,742,user221@rockets.com,M722751CS419,Hat,4,21,2.52
retail,743,user111@rockets.com,C418646AP595,Jersey,4,106,12.72
retail,744,user174@rockets.com,X236096UI320,Hat,4,25,3
retail,745,user324@rockets.com,Q378221AR494,Hat,6,17,3.06
retail,746,user13@rockets.com,L447181AH388,Hat,1,15,1
retail,747,user302@rockets.com,E385299TC984,Hat,4,22,2.64
retail,748,user263@rockets.com,I128830GQ829,Misc,8,8,1.92
retail,749,user489@rockets.com,H360751ST363,Jersey,1,92,2.76
retail,750,user333@rockets.com,C729630MT421,Misc,6,3,1
retail,751,user425@rockets.com,J345754KO168,T-shirt,1,28,1
retail,752,user398@rockets.com,H575420NP816,Jersey,4,92,11.04
retail,753,user77@rockets.com,B116384BG787,Jersey,2,108,6.48
retail,754,user486@rockets.com,P560883UJ391,Misc,8,6,1.44
retail,755,user316@rockets.com,C941760ID134,Misc,1,5,1
retail,756,user6@rockets.com,V906976DN175,Hat,6,23,4.14
retail,757,user230@rockets.com,T153805RT217,T-shirt,4,21,2.52
retail,758,user173@rockets.com,E562715MA793,Hat,6,19,3.42
retail,759,user22@rockets.com,I120699IG610,Misc,10,5,1.5
retail,760,user92@rockets.com,G279378NC446,Hat,6,18,3.24
retail,761,user203@rockets.com,V506353FW894,T-shirt,4,28,3.36
retail,762,user23@rockets.com,G590657UK683,T-shirt,2,22,1.32
retail,763,user63@rockets.com,J963180TT784,Misc,10,9,2.7
retail,764,user102@rockets.com,C593028GT535,Misc,9,5,1.35
retail,765,user436@rockets.com,B755436QL757,T-shirt,4,43,5.16
retail,766,user368@rockets.com,R324436QE581,Misc,5,10,1.5
retail,767,user461@rockets.com,I606555WZ863,Jersey,1,99,2.97
retail,768,user78@rockets.com,Q765370JF669,Hat,1,22,1
retail,769,user134@rockets.com,B556370KJ203,Jersey,1,84,2.52
retail,770,user108@rockets.com,R403799ZC694,Jersey,2,119,7.14
retail,771,user301@rockets.com,F672181WM397,Jersey,3,102,9.18
retail,772,user349@rockets.com,S242323ZV395,Jersey,4,81,9.72
retail,773,user58@rockets.com,F792643KR453,Hat,1,24,1
retail,774,user218@rockets.com,E587714ND676,Misc,2,10,1
retail,775,user374@rockets.com,V460396OY930,Jersey,3,81,7.29
retail,776,user115@rockets.com,J446658ZB656,Jersey,4,114,13.68
retail,777,user105@rockets.com,G159811BI438,Hat,1,21,1
retail,778,user178@rockets.com,J463594PX468,T-shirt,2,25,1.5
retail,779,user202@rockets.com,K775207VA455,T-shirt,2,23,1.38
retail,780,user260@rockets.com,A134289CM848,T-shirt,3,24,2.16
retail,781,user55@rockets.com,N691425YO360,Jersey,1,109,3.27
retail,782,user195@rockets.com,N384486PL180,Jersey,4,91,10.92
retail,783,user455@rockets.com,N588206XT261,Hat,4,17,2.04
retail,784,user281@rockets.com,J846018TC753,Misc,7,4,1
retail,785,user351@rockets.com,N798031PW532,T-shirt,3,28,2.52
retail,786,user333@rockets.com,C729630MT421,Misc,8,6,1.44
retail,787,user155@rockets.com,F415502LG304,Jersey,1,99,2.97
retail,788,user386@rockets.com,R247263ZB858,Misc,3,9,1
retail,789,user423@rockets.com,F750971VF641,Hat,2,22,1.32
retail,790,user383@rockets.com,S441591IQ119,T-shirt,3,32,2.88
retail,791,user198@rockets.com,R438422RJ221,Hat,2,23,1.38
retail,792,user210@rockets.com,J838999JQ278,T-shirt,1,25,1
retail,793,user251@rockets.com,Q190463AN143,Jersey,2,88,5.28
retail,794,user270@rockets.com,Z328843GI467,T-shirt,2,30,1.8
retail,795,user326@rockets.com,L452536ZY996,T-shirt,4,31,3.72
retail,796,user374@rockets.com,V460396OY930,Hat,6,17,3.06
retail,797,user370@rockets.com,M442194NH368,Hat,4,18,2.16
retail,798,user37@rockets.com,T168603CK147,T-shirt,1,43,1.29
retail,799,user375@rockets.com,Y197729TC489,Jersey,1,84,2.52
retail,800,user246@rockets.com,T479335KH851,T-shirt,2,27,1.62
retail,801,user433@rockets.com,P671333AM421,T-shirt,2,37,2.22
retail,802,user235@rockets.com,W674720JM610,T-shirt,3,35,3.15
retail,803,user166@rockets.com,Z390331TP617,Hat,5,22,3.3
retail,804,user203@rockets.com,V506353FW894,T-shirt,1,27,1
retail,805,user196@rockets.com,Y902823AY952,Jersey,3,107,9.63
retail,806,user495@rockets.com,D454164VC929,Hat,2,17,1.02
retail,807,user344@rockets.com,S444750YV672,T-shirt,4,38,4.56
retail,808,user325@rockets.com,J694385PI459,Misc,7,10,2.1
retail,809,user201@rockets.com,D566699TG287,Jersey,4,110,13.2
retail,810,user377@rockets.com,G764607MS426,Misc,6,5,1
retail,811,user167@rockets.com,Y714845UV700,Hat,2,19,1.14
retail,812,user361@rockets.com,T733222PP319,T-shirt,1,34,1.02
retail,813,user343@rockets.com,Z402824NZ489,Jersey,2,98,5.88
retail,814,user492@rockets.com,R226999ZA574,Jersey,2,92,5.52
retail,815,user184@rockets.com,U632366CT614,Jersey,2,94,5.64
retail,816,user103@rockets.com,V997291JE854,Hat,1,21,1
retail,817,user325@rockets.com,J694385PI459,T-shirt,2,20,1.2
retail,818,user355@rockets.com,G148339ZS197,Hat,2,16,1
retail,819,user62@rockets.com,S783627PA963,Misc,5,7,1.05
retail,820,user82@rockets.com,Q125708EX783,Hat,6,17,3.06
retail,821,user216@rockets.com,X156839NJ278,Jersey,3,108,9.72
retail,822,user150@rockets.com,C724894UR313,Hat,2,16,1
retail,823,user75@rockets.com,N804428HZ996,Misc,7,10,2.1
retail,824,user380@rockets.com,B432405VZ241,Misc,6,5,1
retail,825,user251@rockets.com,Q190463AN143,Hat,4,23,2.76
retail,826,user490@rockets.com,W123958WS818,T-shirt,4,39,4.68
retail,827,user341@rockets.com,Q502310LE414,T-shirt,3,31,2.79
retail,828,user288@rockets.com,E503654DI629,Hat,1,16,1
retail,829,user115@rockets.com,J446658ZB656,Hat,2,24,1.44
retail,830,user108@rockets.com,R403799ZC694,Misc,5,5,1
retail,831,user81@rockets.com,H234612CA608,Hat,1,25,1
